year,fips,democrat,green,nonaffiliated,republican,votetotal,percent
2008,31079,7855,,439,12977,21271,24.07973297
2008,31081,1332,,78,3389,4799,42.86309648
2008,31083,402,,35,1329,1766,52.49150623
2008,31085,85,,7,461,553,67.99276673
2008,31087,346,,32,1001,1379,47.49818709
2008,31089,1089,,139,3746,4974,53.41777242
2008,31091,75,,8,355,438,63.92694064
2008,31093,1083,,66,1847,2996,25.50066756
2008,31095,1520,,74,2103,3697,15.76954287
2008,31097,914,,54,1142,2110,10.8056872
2008,31099,876,,50,2224,3150,42.79365079
2008,31101,974,,52,2942,3968,49.59677419
2008,31103,115,,9,409,533,55.15947467
2008,31105,439,,26,1346,1811,50.08282717
2008,31107,1255,,101,2728,4084,36.0675808
2008,31109,65734,,2358,59398,127490,4.969801553
2008,31111,5046,,414,10817,16277,35.45493641
2008,31113,81,,8,327,416,59.13461538
2008,31115,86,,5,302,393,54.96183206
2008,31117,45,,8,240,293,66.55290102
2008,31119,4142,,248,9655,14045,39.25240299
2008,31121,986,,70,2375,3431,40.48382396
2008,31123,557,,69,1725,2351,49.68098681
2008,31125,549,,42,1116,1707,33.21616872
2008,31127,1240,,100,2134,3474,25.73402418
2008,31129,657,,66,1498,2221,37.8658262
2008,31131,2915,,144,4033,7092,15.7642414
2008,31133,483,,42,859,1384,27.16763006
2008,31135,310,,18,1092,1420,55.07042254
2008,31137,1050,,63,3360,4473,51.64319249
2008,31139,783,,58,2385,3226,49.65902046
2008,31141,3796,,251,9373,13420,41.55737705
2008,31143,668,,53,1822,2543,45.37947306
2008,31145,1216,,93,3735,5044,49.94052339
2008,31147,1513,,113,2342,3968,20.8921371
2008,31149,139,,22,640,801,62.54681648
2008,31151,2674,,143,2434,5251,4.570557989
2008,31153,28010,,1196,38816,68022,15.88603687
2008,31155,3767,,257,6188,10212,23.70740306
2008,31157,4745,,277,9708,14730,33.69314325
2008,31159,2703,,179,4647,7529,25.82016204
2008,31161,454,,67,1941,2462,60.39805037
2008,31163,585,,37,950,1572,23.21882952
2008,31165,117,,12,603,732,66.39344262
2008,31167,664,,50,1781,2495,44.76953908
2008,31169,860,,50,1749,2659,33.43362166
2008,31171,51,,8,331,390,71.79487179
2008,31173,1120,,34,972,2126,6.961429915
2008,31175,706,,60,1657,2423,39.24886504
2008,31177,3711,,184,6425,10320,26.29844961
2008,31179,1249,,56,2503,3808,32.93067227
2008,31181,552,,32,1233,1817,37.47936159
2008,31183,96,,10,334,440,54.09090909
2008,31185,1607,,113,4848,6568,49.3453106
2008,32001,3494,,279,6832,10605,31.475719
2008,32003,380765,,13329,257078,651172,18.99452065
2008,32005,10672,,584,14648,25904,15.34898085
2008,32007,4541,,509,10969,16019,40.12734877
2008,32009,104,,32,303,439,45.33029613
2008,32011,144,,37,564,745,56.37583893
2008,32013,1909,,169,3586,5664,29.60805085
2008,32015,577,,59,1466,2102,42.29305423
2008,32017,518,,91,1498,2107,46.51162791
2008,32019,8405,,544,12154,21103,17.76524665
2008,32021,1082,,94,1131,2307,2.123970524
2008,32023,7226,,728,9537,17491,13.21250929
2008,32027,673,,88,1075,1836,21.89542484
2008,32029,1102,,69,1247,2418,5.996691481
2008,32031,99671,,3863,76880,180414,12.63261166
2008,32033,1230,,172,2440,3842,31.49401353
2008,32510,11623,,638,11419,23680,0.861486486
2008,33001,16796,,416,16402,33614,1.17213066
2008,33003,15221,,448,13387,29056,6.311949339
2008,33005,26971,,647,15205,42823,27.47588913
2008,33007,9532,,258,6558,16348,18.19182775
2008,33009,31446,,757,17687,49890,27.57867308
2008,33011,104820,,2711,97178,204709,3.733104065
2008,33013,45078,,1018,34010,80106,13.81669288
2008,33015,83723,,2182,81917,167822,1.076140196
2008,33017,37990,,837,25021,63848,20.31230422
2008,33019,13249,,336,9169,22754,17.93091325
2008,34001,67830,,341,49902,118073,15.18382695
2008,34003,225367,,1153,186118,412638,9.511726986
2008,34005,131219,,569,89626,221414,18.78517167
2008,34007,159259,,515,73819,233593,36.57643851
2008,34009,22893,,200,27288,50381,8.723526726
2008,34011,34919,,205,22360,57484,21.84781852
2008,34013,240306,,635,74063,315004,52.7748854
2008,34015,77267,,400,60315,137982,12.28566045
2008,34017,154140,,648,55360,210148,47.00496793
2008,34019,29776,,231,39092,69099,13.48210539
2008,34021,107926,,400,50223,158549,36.39442696
2008,34023,193812,,872,123695,318379,22.02312338
2008,34025,148737,,745,160433,309915,3.773938015
2008,34027,112275,,542,132331,245148,8.181180348
2008,34029,110189,,594,160677,271460,18.59868857
2008,34031,113257,,387,72552,186196,21.86137189
2008,34033,16044,,99,14816,30959,3.966536387
2008,34035,79321,,357,70085,149763,6.167077315
2008,34037,28840,,316,44184,73340,20.92173439
2008,34039,141417,,465,78768,220650,28.39292998
2008,34041,20628,,195,27500,48323,14.22097138
2008,35001,171556,,3701,110521,285778,21.35748728
2008,35003,664,,50,1398,2112,34.75378788
2008,35005,8197,,264,13651,22112,24.66534009
2008,35006,5827,,139,3131,9097,29.63614378
2008,35007,3490,,89,2805,6384,10.72994987
2008,35009,4670,,169,9599,14438,34.13907743
2008,35011,359,,9,676,1044,30.36398467
2008,35013,40282,,930,28068,69280,17.62990762
2008,35015,7351,,242,12500,20093,25.62583984
2008,35017,8142,,207,5406,13755,19.89094875
2008,35019,1557,,19,620,2196,42.66848816
2008,35021,260,,8,358,626,15.65495208
2008,35023,993,,22,936,1951,2.921578678
2008,35025,5108,,190,13347,18645,44.18879056
2008,35027,3535,,160,6001,9696,25.43316832
2008,35028,5824,,181,5064,11069,6.866022224
2008,35029,4311,,159,3870,8340,5.287769784
2008,35031,16572,,253,6382,23207,43.90916534
2008,35033,2168,,23,569,2760,57.93478261
2008,35035,8610,,350,12806,21766,19.27777267
2008,35037,1547,,82,2367,3996,20.52052052
2008,35039,12703,,151,4086,16940,50.8677686
2008,35041,2303,,106,4311,6720,29.88095238
2008,35043,32669,,768,25193,58630,12.75115129
2008,35045,18028,,614,27869,46511,21.15843564
2008,35047,10320,,143,2478,12941,60.59809906
2008,35049,55567,,849,15807,72223,55.05171483
2008,35051,2352,,116,3017,5485,12.12397448
2008,35053,4696,,167,3032,7895,21.07663078
2008,35055,13816,,204,2866,16886,64.8466185
2008,35057,3087,,119,3735,6941,9.335830572
2008,35059,492,,23,1227,1742,42.19288175
2008,35061,15366,,397,13136,28899,7.716529984
2008,36000,120102,,1263,31854,153219,57.59599005
2008,36001,93937,,2613,50586,147136,29.4632177
2008,36003,7016,,339,11013,18368,21.76067073
2008,36005,338261,,1342,41683,381286,77.78360601
2008,36007,47204,,1437,40077,88718,8.033319056
2008,36009,14307,,511,17770,32588,10.62661102
2008,36011,18128,,621,15243,33992,8.487291127
2008,36013,29129,,1064,28579,58772,0.935819778
2008,36015,18888,,443,19364,38695,1.230133092
2008,36017,10100,,410,10337,20847,1.136854224
2008,36019,20216,,519,12579,33314,22.92429609
2008,36021,17556,,515,13337,31408,13.43288334
2008,36023,11861,,361,9678,21900,9.96803653
2008,36025,9462,,403,10524,20389,5.208690961
2008,36027,71060,,1566,59628,132254,8.643972961
2008,36029,256299,,6871,178815,441985,17.53091168
2008,36031,10390,,288,7913,18591,13.32365123
2008,36033,10571,,249,6676,17496,22.26223137
2008,36035,9695,,401,11709,21805,9.236413667
2008,36037,10762,,399,15705,26866,18.39871957
2008,36039,9850,,406,12059,22315,9.899170961
2008,36041,1225,,45,2141,3411,26.85429493
2008,36043,12094,,471,14619,27184,9.288552089
2008,36045,18166,,462,20219,38847,5.28483538
2008,36047,603525,,4274,151872,759671,59.45376354
2008,36049,4986,,174,5969,11129,8.832779225
2008,36051,13655,,442,16030,30127,7.883294055
2008,36053,14692,,652,14434,29778,0.866411445
2008,36055,207225,,4347,144153,355725,17.73055028
2008,36057,9080,,384,10711,20175,8.084262701
2008,36059,342067,,4589,288758,635414,8.389648324
2008,36061,572126,,5239,89906,667271,72.26748952
2008,36063,47303,,1556,46348,95207,1.003077505
2008,36065,43506,,1551,49256,94313,6.096720495
2008,36067,129317,,3905,84972,218194,20.32365693
2008,36069,25103,,746,25171,51020,0.133281066
2008,36071,78326,,1550,72042,151918,4.136442028
2008,36073,6614,,252,9708,16574,18.66779293
2008,36075,24777,,907,23571,49255,2.448482388
2008,36077,13570,,505,12026,26101,5.915482165
2008,36079,21613,,455,25145,47213,7.480990405
2008,36081,447906,,3794,145898,597598,50.53698306
2008,36083,39753,,1393,32840,73986,9.343659611
2008,36085,79311,,1107,86062,166480,4.055141759
2008,36087,69543,,841,61752,132136,5.896197857
2008,36089,23706,,580,16956,41242,16.36681053
2008,36091,56645,,1755,52855,111255,3.406588468
2008,36093,38611,,1409,29758,69778,12.68737998
2008,36095,6009,,301,8071,14381,14.33836312
2008,36097,3933,,125,4542,8600,7.081395349
2008,36099,7422,,265,7038,14725,2.607809847
2008,36101,17148,,540,24203,41891,16.8413263
2008,36103,346379,,5833,306815,659027,6.003395915
2008,36105,16850,,403,13900,31153,9.469392996
2008,36107,10172,,382,12536,23090,10.23819835
2008,36109,29826,,732,11927,42485,42.13016359
2008,36111,52539,,1395,32527,86461,23.14569575
2008,36113,16281,,496,15429,32206,2.645469788
2008,36115,12741,,442,12533,25716,0.808834967
2008,36117,18184,,579,22239,41002,9.889761475
2008,36119,261810,,3213,147824,412847,27.60974405
2008,36121,6379,,281,10998,17658,26.1581153
2008,36123,4890,,105,5269,10264,3.692517537
2008,37001,28918,,576,34859,64353,9.231892841
2008,37003,5167,,297,11790,17254,38.38530196
2008,37005,2021,,118,3124,5263,20.95762873
2008,37007,6456,,70,4207,10733,20.9540669
2008,37009,4872,,281,7916,13069,23.29175912
2008,37011,2178,,84,5681,7943,44.10172479
2008,37013,9454,,96,13460,23010,17.40982182
2008,37015,6365,,22,3376,9763,30.61558947
2008,37017,7853,,95,7532,15480,2.073643411
2008,37019,21331,,524,30753,52608,17.9098236
2008,37021,69716,,1585,52494,123795,13.91170887
2008,37023,14901,,440,22102,37443,19.23189915
2008,37025,31546,,524,45924,77994,18.43475139
2008,37027,12081,,548,22526,35155,29.71127862
2008,37029,1597,,84,3140,4821,32.00580792
2008,37031,11130,,336,23131,34597,34.68797873
2008,37033,5545,,109,5208,10862,3.102559381
2008,37035,25656,,802,42993,69451,24.9629235
2008,37037,17862,,350,14668,32880,9.714111922
2008,37039,3785,,158,8643,12586,38.59844271
2008,37041,3688,,51,3773,7512,1.131522897
2008,37043,1734,,102,3707,5543,35.59444344
2008,37045,17363,,394,26078,43835,19.88137333
2008,37047,11076,,212,12994,24282,7.898855119
2008,37049,19352,,345,24901,44598,12.44226198
2008,37051,74693,,731,52151,127575,17.66960611
2008,37053,3737,,131,7234,11102,31.49882904
2008,37055,8074,,229,9745,18048,9.258643617
2008,37057,22433,,729,45419,68581,33.51657165
2008,37059,6178,,209,13981,20368,38.31009427
2008,37061,8958,,112,10834,19904,9.425241158
2008,37063,103456,,1088,32353,136897,51.93904907
2008,37065,17403,,82,8445,25930,34.54685692
2008,37067,91085,,1374,73674,166133,10.48015746
2008,37069,13085,,281,13273,26639,0.705732197
2008,37071,31384,,511,52507,84402,25.02665814
2008,37073,2830,,43,2547,5420,5.221402214
2008,37075,1265,,82,2824,4171,37.37712779
2008,37077,13074,,204,11447,24725,6.580384226
2008,37079,3796,,35,4272,8103,5.874367518
2008,37081,142101,,1952,97718,241771,18.35745395
2008,37083,16047,,83,8961,25091,28.24120202
2008,37085,16785,,341,23579,40705,16.69082422
2008,37087,12730,,427,14910,28067,7.767128656
2008,37089,20082,,602,30930,51614,21.01755338
2008,37091,7513,,48,3089,10650,41.5399061
2008,37093,9227,,107,6293,15627,18.77519677
2008,37095,1241,,16,1212,2469,1.174564601
2008,37097,27318,,696,45148,73162,24.37057489
2008,37099,8766,,246,7854,16866,5.407328353
2008,37101,26795,,600,43622,71017,23.69432671
2008,37103,2378,,32,2817,5227,8.398699063
2008,37105,10784,,229,12775,23788,8.369766269
2008,37107,13378,,118,13401,26897,0.085511395
2008,37109,11713,,454,23631,35798,33.2923627
2008,37111,6571,,281,11534,18386,26.99336452
2008,37113,6620,,301,10317,17238,21.44680357
2008,37115,5026,,161,5192,10379,1.59938337
2008,37117,6539,,45,5957,12541,4.640778247
2008,37119,253958,,3011,153848,410817,24.36851445
2008,37121,2238,,109,5499,7846,41.56257966
2008,37123,4926,,129,6155,11210,10.96342551
2008,37125,17624,,390,27314,45328,21.377515
2008,37127,23099,,291,23728,47118,1.334946305
2008,37129,49145,,976,50544,100665,1.389758109
2008,37131,6903,,44,3671,10618,30.43887738
2008,37133,19499,,426,30278,50203,21.47082844
2008,37135,53806,,838,20266,74910,44.77372847
2008,37137,2838,,51,3823,6712,14.67520858
2008,37139,10272,,130,7778,18180,13.71837184
2008,37141,9907,,224,13618,23749,15.62592109
2008,37143,2772,,51,3678,6501,13.93631749
2008,37145,8446,,156,10030,18632,8.501502791
2008,37147,40501,,456,33927,74884,8.778911383
2008,37149,4396,,176,5990,10562,15.09183867
2008,37151,16414,,735,40998,58147,42.27905137
2008,37153,9713,,190,9424,19327,1.495317432
2008,37155,23058,,343,17433,40834,13.7752853
2008,37157,17255,,458,23899,41612,15.96654811
2008,37159,23391,,718,37451,61560,22.83950617
2008,37161,9641,,310,18769,28720,31.78272981
2008,37163,11836,,164,14038,26038,8.456870727
2008,37165,8151,,61,6005,14217,15.09460505
2008,37167,8878,,299,19329,28506,36.66245703
2008,37169,6875,,380,14488,21743,35.01356758
2008,37171,10475,,320,18730,29525,27.95935648
2008,37173,2806,,92,2900,5798,1.621248706
2008,37175,7275,,233,9401,16909,12.57318588
2008,37177,933,,17,960,1910,1.413612565
2008,37179,31189,,777,54123,86089,26.63987269
2008,37181,13166,,99,7606,20871,26.63983518
2008,37183,250891,,4353,187001,442245,14.44674332
2008,37185,7086,,46,3063,10195,39.46051986
2008,37187,3748,,36,2670,6454,16.70281996
2008,37189,14558,,470,13344,28372,4.278866488
2008,37191,22671,,259,26952,49882,8.58225412
2008,37193,8934,,502,20288,29724,38.19808909
2008,37195,19652,,164,17375,37191,6.12244898
2008,37197,4527,,211,12409,17147,45.96722459
2008,37199,4486,,186,5045,9717,5.752804363
2008,38001,435,,48,788,1271,27.77340677
2008,38003,2741,,127,2826,5694,1.492799438
2008,38005,1569,,32,773,2374,33.52990733
2008,38007,114,,10,375,499,52.30460922
2008,38009,1387,,70,2059,3516,19.11262799
2008,38011,478,,55,1107,1640,38.35365854
2008,38013,286,,17,640,943,37.5397667
2008,38015,15600,,729,25443,41772,23.56363114
2008,38017,37622,,1231,32566,71419,7.079348633
2008,38019,930,,72,1128,2130,9.295774648
2008,38021,1044,,51,1525,2620,18.35877863
2008,38023,464,,37,630,1131,14.67727675
2008,38025,527,,37,1080,1644,33.63746959
2008,38027,583,,34,548,1165,3.004291845
2008,38029,546,,61,1230,1837,37.23462167
2008,38031,687,,50,914,1651,13.74924288
2008,38033,210,,23,642,875,49.37142857
2008,38035,16104,,529,14520,31153,5.084582544
2008,38037,280,,462,587,1329,23.10007524
2008,38039,598,,34,682,1314,6.392694064
2008,38041,406,,49,893,1348,36.12759644
2008,38043,422,,54,752,1228,26.87296417
2008,38045,868,,63,1310,2241,19.7233378
2008,38047,299,,32,726,1057,40.39735099
2008,38049,981,,61,1374,2416,16.26655629
2008,38051,579,,37,916,1532,21.99738903
2008,38053,933,,42,1740,2715,29.72375691
2008,38055,1867,,102,2767,4736,19.00337838
2008,38057,1476,,132,2789,4397,29.86126905
2008,38059,5079,,316,7869,13264,21.03437877
2008,38061,1477,,55,1406,2938,2.416609939
2008,38063,907,,45,800,1752,6.107305936
2008,38065,332,,26,682,1040,33.65384615
2008,38067,1494,,91,1722,3307,6.894466284
2008,38069,792,,46,1301,2139,23.79616643
2008,38071,2314,,87,2361,4762,0.98698026
2008,38073,1371,,64,998,2433,15.33086724
2008,38075,505,,42,799,1346,21.84249629
2008,38077,3513,,150,3900,7563,5.117017057
2008,38079,3403,,86,1045,4534,52.00705779
2008,38081,1115,,34,778,1927,17.48832382
2008,38083,229,,19,555,803,40.59775841
2008,38085,1145,,18,215,1378,67.48911466
2008,38087,106,,8,297,411,46.47201946
2008,38089,3802,,244,7024,11070,29.10569106
2008,38091,614,,14,404,1032,20.34883721
2008,38093,4056,,229,5499,9784,14.74856909
2008,38095,621,,40,536,1197,7.101086048
2008,38097,2136,,60,1845,4041,7.201187825
2008,38099,2325,,142,2415,4882,1.84350676
2008,38101,10144,,416,15061,25621,19.1912884
2008,38103,841,,68,1468,2377,26.37778713
2008,38105,2921,,161,6291,9373,35.95433693
2008,39001,4170,,304,6914,11388,24.09553916
2008,39003,19521,,801,29941,50263,20.73095518
2008,39005,9300,,710,15158,25168,23.27558805
2008,39007,25027,,898,18949,44874,13.54459152
2008,39009,20722,,634,9742,31098,35.30773683
2008,39011,6727,,364,16395,23486,41.16494933
2008,39013,16302,,687,15422,32411,2.71512758
2008,39015,7503,,418,12192,20113,23.31327997
2008,39017,66030,,2406,105340,173776,22.62107541
2008,39019,6423,,433,7097,13953,4.830502401
2008,39021,7385,,361,11141,18887,19.88669455
2008,39023,31958,,1178,33634,66770,2.510109331
2008,39025,31611,,1310,62559,95480,32.4130708
2008,39027,6558,,338,12410,19306,30.31182016
2008,39029,21882,,1013,25585,48480,7.63820132
2008,39031,7689,,499,8675,16863,5.847120916
2008,39033,8288,,569,12316,21173,19.02422897
2008,39035,458204,,7046,199864,665114,38.84146176
2008,39037,7964,,539,17290,25793,36.15709689
2008,39039,8399,,391,10407,19197,10.4599677
2008,39041,36653,,985,54778,92416,19.61240478
2008,39043,23148,,649,17432,41229,13.86402775
2008,39045,29250,,1116,41580,71946,17.13785339
2008,39047,4401,,191,7102,11694,23.09731486
2008,39049,334684,,7129,218478,560291,20.74029388
2008,39051,9900,,384,11689,21973,8.141810404
2008,39053,4777,,294,8247,13318,26.05496321
2008,39055,21250,,756,29096,51102,15.35360651
2008,39057,33540,,1113,48936,83589,18.41869145
2008,39059,7625,,503,9197,17325,9.073593074
2008,39061,224644,,4331,195107,424082,6.964926594
2008,39063,13870,,691,22420,36981,23.11998053
2008,39065,5013,,352,7749,13114,20.86319963
2008,39067,3683,,232,3872,7787,2.427122127
2008,39069,6320,,281,8239,14840,12.93126685
2008,39071,6857,,423,11908,19188,26.32374401
2008,39073,6231,,338,6326,12895,0.736719659
2008,39075,3141,,252,7720,11113,41.20399532
2008,39077,12076,,622,12884,25582,3.1584708
2008,39079,5397,,377,8219,13993,20.16722647
2008,39081,17635,,745,17559,35939,0.211469434
2008,39083,11014,,577,16640,28231,19.92844745
2008,39085,60155,,2038,59142,121335,0.834878642
2008,39087,11262,,517,15415,27194,15.27175112
2008,39089,33896,,1501,46886,82283,15.78697908
2008,39091,7936,,433,13848,22217,26.61025341
2008,39093,85276,,2515,59068,146859,17.84568872
2008,39095,142852,,3272,73706,219830,31.4543056
2008,39097,6532,,316,10603,17451,23.32817604
2008,39099,79173,,2540,45319,127032,26.64997796
2008,39101,12870,,693,15454,29017,8.905124582
2008,39103,40924,,1338,48189,90451,8.031973113
2008,39105,4094,,245,6015,10354,18.55321615
2008,39107,5853,,318,15100,21271,43.47233322
2008,39109,18372,,1018,33417,52807,28.49054103
2008,39111,3705,,211,3066,6982,9.152105414
2008,39113,145997,,3835,128679,278511,6.218066791
2008,39115,2966,,202,3440,6608,7.173123487
2008,39117,6177,,399,10067,16643,23.37318993
2008,39119,17730,,792,20549,39071,7.215070001
2008,39121,2474,,248,3450,6172,15.81335062
2008,39123,12049,,402,10618,23069,6.203129741
2008,39125,4165,,287,5317,9769,11.79240454
2008,39127,7261,,422,7721,15404,2.986237341
2008,39129,9077,,421,14228,23726,21.71035994
2008,39131,6033,,311,6162,12506,1.031504878
2008,39133,41856,,1527,34822,78205,8.994309827
2008,39135,6999,,441,13562,21002,31.24940482
2008,39137,5281,,327,13072,18680,41.70770878
2008,39139,25727,,1361,34034,61122,13.59085108
2008,39141,14455,,626,16759,31840,7.236180905
2008,39143,15601,,582,14190,30373,4.645573371
2008,39145,14926,,651,16994,32571,6.349206349
2008,39147,13087,,539,13823,27449,2.681336296
2008,39149,7317,,427,15924,23668,36.36555687
2008,39151,96990,,3812,86743,187545,5.463755365
2008,39153,155105,,3455,110499,269059,16.57851995
2008,39155,64145,,2579,40164,106888,22.43563356
2008,39157,21498,,998,20454,42950,2.430733411
2008,39159,8761,,423,15744,24928,28.01267651
2008,39161,5178,,306,9168,14652,27.23177723
2008,39163,2463,,162,3021,5646,9.883103082
2008,39165,33398,,1127,71691,106216,36.05200723
2008,39167,12368,,545,17019,29932,15.53855406
2008,39169,21712,,1088,29342,52142,14.63311726
2008,39171,8174,,343,9880,18397,9.273251074
2008,39173,34285,,1090,29648,65023,7.131322763
2008,39175,4461,,246,6270,10977,16.47991254
2008,40001,2052,,0,4638,6690,38.65470852
2008,40003,411,,0,2023,2434,66.22843057
2008,40005,1370,,0,3511,4881,43.8639623
2008,40007,265,,0,2199,2464,78.49025974
2008,40009,1625,,0,5772,7397,56.06326889
2008,40011,1011,,0,3101,4112,50.82684825
2008,40013,4426,,0,9307,13733,35.54212481
2008,40015,3404,,0,6413,9817,30.65091168
2008,40017,11426,,0,36428,47854,52.24641618
2008,40019,5603,,0,13241,18844,40.53279558
2008,40021,7194,,0,9186,16380,12.16117216
2008,40023,1860,,0,3730,5590,33.45259392
2008,40025,152,,0,1119,1271,76.08182533
2008,40027,39681,,0,64749,104430,24.00459638
2008,40029,600,,0,1672,2272,47.18309859
2008,40031,14120,,0,20127,34247,17.5402225
2008,40033,690,,0,1793,2483,44.42207008
2008,40035,2073,,0,3858,5931,30.09610521
2008,40037,8318,,0,20187,28505,41.63830907
2008,40039,2660,,0,7842,10502,49.34298229
2008,40041,5085,,0,10277,15362,33.79768259
2008,40043,346,,0,1857,2203,68.5882887
2008,40045,282,,0,1627,1909,70.45573599
2008,40047,5545,,0,17067,22612,50.955245
2008,40049,3028,,0,7710,10738,43.60216055
2008,40051,5520,,0,15195,20715,46.70528602
2008,40053,514,,0,1836,2350,56.25531915
2008,40055,566,,0,1548,2114,46.45222327
2008,40057,333,,0,757,1090,38.89908257
2008,40059,221,,0,1342,1563,71.72104926
2008,40061,1474,,0,3207,4681,37.02200385
2008,40063,1709,,0,3134,4843,29.4239108
2008,40065,2264,,0,6719,8983,49.59367695
2008,40067,805,,0,1652,2457,34.47293447
2008,40069,1249,,0,2708,3957,36.8713672
2008,40071,5463,,0,13230,18693,41.55031295
2008,40073,1009,,0,5372,6381,68.37486287
2008,40075,1226,,0,2537,3763,34.83922402
2008,40077,1313,,0,2860,4173,37.07165109
2008,40079,5136,,0,11605,16741,38.6416582
2008,40081,3504,,0,10470,13974,49.84972091
2008,40083,5717,,0,12556,18273,37.42680458
2008,40085,1257,,0,2589,3846,34.63338534
2008,40087,3551,,0,11193,14744,51.83125339
2008,40089,2794,,0,7745,10539,46.97789164
2008,40091,3320,,0,4903,8223,19.25088167
2008,40093,515,,0,2956,3471,70.3255546
2008,40095,1643,,0,3730,5373,38.84235995
2008,40097,5749,,0,10234,15983,28.06106488
2008,40099,1592,,0,3746,5338,40.35219183
2008,40101,11294,,0,15289,26583,15.02840161
2008,40103,1174,,0,3881,5055,53.55093966
2008,40105,1411,,0,3031,4442,36.47005853
2008,40107,1480,,0,2643,4123,28.20761581
2008,40109,116182,,0,163172,279354,16.82095119
2008,40111,6191,,0,8727,14918,16.9995978
2008,40113,7498,,0,12160,19658,23.71553566
2008,40115,4268,,0,6905,11173,23.60153943
2008,40117,2063,,0,4533,6596,37.44693754
2008,40119,10601,,0,18435,29036,26.98030032
2008,40121,5457,,0,11752,17209,36.57969667
2008,40123,4512,,0,9750,14262,36.72696676
2008,40125,7910,,0,17753,25663,38.35482991
2008,40127,1265,,0,3208,4473,43.43840823
2008,40129,287,,0,1502,1789,67.91503633
2008,40131,10772,,0,27743,38515,44.06335194
2008,40133,2977,,0,5600,8577,30.5817885
2008,40135,4454,,0,9466,13920,36.00574713
2008,40137,4538,,0,14394,18932,52.06000423
2008,40139,923,,0,5336,6259,70.50647068
2008,40141,1042,,0,2195,3237,35.61940068
2008,40143,96133,,0,158363,254496,24.45225072
2008,40145,8810,,0,21441,30251,41.7539916
2008,40147,6308,,0,16457,22765,44.58159455
2008,40149,1052,,0,3724,4776,55.94639866
2008,40151,873,,0,3043,3916,55.41368744
2008,40153,1350,,0,6404,7754,65.17926232
2008,41001,2805,,322,5650,8777,32.41426456
2008,41003,29901,,1313,15264,46478,31.49231895
2008,41005,103476,,4807,83595,191878,10.36127122
2008,41007,10701,,655,7192,18548,18.91848178
2008,41009,13390,,965,10413,24768,12.01954134
2008,41011,14401,,1196,15354,30951,3.07906045
2008,41013,3632,,349,6371,10352,26.45865533
2008,41015,5230,,456,6646,12332,11.48232241
2008,41017,38819,,1899,39064,79782,0.307086812
2008,41019,20298,,1720,30919,52937,20.06347167
2008,41021,430,,32,648,1110,19.63963964
2008,41023,1006,,118,2785,3909,45.51036071
2008,41025,950,,138,2595,3683,44.66467554
2008,41027,6302,,263,3265,9830,30.89521872
2008,41029,49090,,2914,49043,101047,0.046513009
2008,41031,3682,,234,4402,8318,8.655926906
2008,41033,17412,,1664,22973,42049,13.22504697
2008,41035,9370,,916,19113,29399,33.14058301
2008,41037,957,,93,2638,3688,45.5802603
2008,41039,114037,,5038,63835,182910,27.44628506
2008,41041,14258,,840,8791,23889,22.88500984
2008,41043,22163,,1748,28071,51982,11.36547266
2008,41045,2949,,327,7157,10433,40.33355698
2008,41047,61816,,3688,59059,124563,2.213337829
2008,41049,1410,,139,2509,4058,27.08230655
2008,41051,279696,,9843,75171,364710,56.07880234
2008,41053,17536,,957,17714,36207,0.491617643
2008,41055,385,,28,634,1047,23.78223496
2008,41057,7072,,468,5757,13297,9.889448748
2008,41059,9484,,785,15254,25523,22.6070603
2008,41061,4613,,400,7581,12594,23.56677783
2008,41063,1492,,137,2836,4465,30.10078387
2008,41065,5906,,371,5103,11380,7.056239016
2008,41067,141544,,5903,89185,236632,22.12676223
2008,41069,281,,33,498,812,26.72413793
2008,41071,20797,,1339,21390,43526,1.36240408
2008,42001,17633,,507,26349,44489,19.59135966
2008,42003,373153,,5880,272347,651380,15.47575916
2008,42005,11138,,392,18542,30072,24.62090982
2008,42007,40499,,1069,42895,84463,2.836745084
2008,42009,6059,,258,16124,22441,44.85094247
2008,42011,97047,,2336,80513,179896,9.190865834
2008,42013,19813,,560,32708,53081,24.29306155
2008,42015,10306,,419,15057,25782,18.42758514
2008,42017,179031,,3644,150248,332923,8.645542663
2008,42019,32260,,1021,57074,90355,27.46278568
2008,42021,32451,,1176,31995,65622,0.694888909
2008,42023,879,,109,1323,2311,19.21246214
2008,42025,13464,,498,12957,26919,1.883428062
2008,42027,41950,,795,32992,75737,11.82777242
2008,42029,137833,,2051,114421,254305,9.206268064
2008,42031,6756,,272,10737,17765,22.40923164
2008,42033,14555,,557,18662,33774,12.16024161
2008,42035,7097,,192,7504,14793,2.751301291
2008,42037,13230,,334,14477,28041,4.447059663
2008,42039,16780,,544,20750,38074,10.42706309
2008,42041,48306,,1253,63739,113298,13.62159968
2008,42043,69975,,1313,58238,129526,9.061501166
2008,42045,169030,,2730,109322,281082,21.24219979
2008,42047,7290,,292,6676,14258,4.306354327
2008,42049,75775,,1516,50351,127642,19.91820874
2008,42051,25866,,607,26081,52554,0.409103018
2008,42053,1038,,40,1366,2444,13.42062193
2008,42055,21169,,560,41906,63635,32.58741259
2008,42057,1576,,88,4642,6306,48.62036156
2008,42059,7829,,243,7889,15961,0.375916296
2008,42061,6621,,280,11745,18646,27.48042476
2008,42063,17065,,507,19727,37299,7.136920561
2008,42065,6447,,297,12057,18801,29.83883836
