year,fips,democrat,green,nonaffiliated,republican,votetotal,percent
2000,48145,2417,33,26,3239,5715,14.3832021
2000,48147,4102,110,54,6074,10340,19.07156673
2000,48149,2542,132,55,6658,9387,43.84787472
2000,48151,884,11,9,968,1872,4.487179487
2000,48153,580,8,2,1830,2420,51.65289256
2000,48155,263,5,2,286,556,4.136690647
2000,48157,47569,1953,420,73567,123509,21.04947818
2000,48159,1018,22,12,2420,3472,40.38018433
2000,48161,2316,46,32,4247,6641,29.07694624
2000,48163,2317,23,14,1774,4128,13.15406977
2000,48165,723,23,22,2691,3459,56.89505637
2000,48167,40020,2150,416,50397,92983,11.16010454
2000,48169,454,8,6,1302,1770,47.90960452
2000,48171,1511,220,93,8096,9920,66.38104839
2000,48173,39,3,1,528,571,85.63922942
2000,48175,1233,27,24,2108,3392,25.79599057
2000,48177,1877,72,28,4092,6069,36.49695172
2000,48179,1376,40,37,6732,8185,65.43677459
2000,48181,13647,484,213,25596,39940,29.91737606
2000,48183,11244,324,126,26739,38433,40.31691515
2000,48185,2450,98,57,4197,6802,25.68362246
2000,48187,8311,545,212,21499,30567,43.14456767
2000,48189,2158,45,39,6868,9110,51.701427
2000,48191,472,6,2,966,1446,34.16320885
2000,48193,878,27,24,2447,3376,46.47511848
2000,48195,198,12,4,1874,2088,80.26819923
2000,48197,566,10,5,976,1557,26.33269107
2000,48199,5595,185,94,11962,17836,35.6974658
2000,48201,418267,22994,4402,529159,974822,11.37561524
2000,48203,8878,164,94,13834,22970,21.57596865
2000,48205,359,16,11,1645,2031,63.31856228
2000,48207,1401,23,15,1488,2927,2.972326614
2000,48209,11387,2451,309,20170,34317,25.59372906
2000,48211,251,13,7,1203,1474,64.58616011
2000,48213,8704,201,115,16607,25627,30.8385687
2000,48215,61390,968,391,38301,101050,22.84908461
2000,48217,3524,100,57,7054,10735,32.88309269
2000,48219,1419,41,35,5250,6745,56.79762787
2000,48221,4704,239,133,12429,17505,44.1302485
2000,48223,3692,82,60,7076,10910,31.01741522
2000,48225,2833,51,44,5308,8236,30.05099563
2000,48227,2744,75,61,6668,9548,41.09761207
2000,48229,380,15,13,514,922,14.53362256
2000,48231,7857,283,149,16177,24466,34.0063762
2000,48233,1796,59,53,7443,9351,60.38926318
2000,48235,162,2,5,624,793,58.25977301
2000,48237,822,26,19,2107,2974,43.20780094
2000,48239,1446,33,12,3365,4856,39.51812191
2000,48241,4533,87,51,7071,11742,21.6147164
2000,48243,283,46,23,708,1060,40.09433962
2000,48245,45409,796,384,40320,86909,5.855550058
2000,48247,1512,9,13,623,2157,41.21464998
2000,48249,7418,73,34,4498,12023,24.28678366
2000,48251,11778,513,233,26202,38726,37.24629448
2000,48253,1899,50,19,4080,6048,36.06150794
2000,48255,1617,25,28,2638,4308,23.70009285
2000,48257,7455,207,111,15290,23063,33.97216321
2000,48259,1901,286,98,8788,11073,62.19633342
2000,48261,119,2,1,106,228,5.701754386
2000,48263,185,0,5,346,536,30.03731343
2000,48265,4002,463,126,14637,19228,55.30996463
2000,48267,328,15,10,1313,1666,59.12364946
2000,48269,14,0,3,120,137,77.37226277
2000,48271,486,16,10,932,1444,30.88642659
2000,48273,4481,131,56,4526,9194,0.489449641
2000,48275,617,8,4,947,1576,20.93908629
2000,48277,5553,99,3,9775,15430,27.36228127
2000,48279,1114,15,18,3451,4598,50.82644628
2000,48281,1569,78,41,4526,6214,47.58609591
2000,48283,1266,5,12,731,2014,26.56405164
2000,48285,2171,53,34,5288,7546,41.30665253
2000,48287,1733,76,28,3699,5536,35.51300578
2000,48289,1893,46,25,4362,6326,39.02940247
2000,48291,7311,199,109,12458,20077,25.63630024
2000,48293,2768,57,38,4212,7075,20.40989399
2000,48295,206,9,7,1072,1294,66.92426584
2000,48297,1114,35,27,2828,4004,42.80719281
2000,48299,2143,142,47,6295,8627,48.12797033
2000,48301,29,1,2,124,156,60.8974359
2000,48303,18469,1042,443,56054,76008,49.44874224
2000,48305,562,7,8,1507,2084,45.34548944
2000,48307,794,29,13,2084,2920,44.17808219
2000,48309,23462,1032,340,43955,68789,29.79110032
2000,48311,77,4,0,358,439,64.00911162
2000,48313,1241,27,22,2333,3623,30.14076732
2000,48315,1852,31,8,2039,3930,4.75826972
2000,48317,415,6,8,1520,1949,56.69574141
2000,48319,417,18,14,1352,1801,51.91560244
2000,48321,4696,141,38,7584,12459,23.1800305
2000,48323,5995,53,38,3143,9229,30.90258966
2000,48325,4025,171,87,8590,12873,35.46181931
2000,48327,334,9,5,642,990,31.11111111
2000,48329,7534,475,217,31514,39740,60.34222446
2000,48331,3429,84,50,4706,8269,15.44322167
2000,48333,548,14,14,1738,2314,51.42610199
2000,48335,837,20,9,1708,2574,33.83838384
2000,48337,2256,66,57,4951,7330,36.76671214
2000,48339,23286,1825,502,80600,106213,53.96137949
2000,48341,1040,24,25,4201,5290,59.75425331
2000,48343,2455,31,22,2381,4889,1.513601964
2000,48345,118,5,5,514,642,61.68224299
2000,48347,6204,387,63,13145,19799,35.05732613
2000,48349,5366,105,61,8358,13890,21.54067675
2000,48351,2503,38,26,2423,4990,1.603206413
2000,48353,1874,60,41,3337,5312,27.54141566
2000,48355,45349,1574,497,49906,97326,4.682202084
2000,48357,251,19,5,2687,2962,82.24172856
2000,48359,108,6,1,659,774,71.18863049
2000,48361,11887,290,152,17325,29654,18.33816686
2000,48363,3263,86,79,5690,9118,26.61767932
2000,48365,3011,50,38,5975,9074,32.66475645
2000,48367,8878,485,211,23651,33225,44.4635064
2000,48369,447,15,8,2274,2744,66.58163265
2000,48371,1539,44,20,2700,4303,26.98117592
2000,48373,6877,259,112,11746,18994,25.63441087
2000,48375,7242,362,143,17629,25376,40.93237705
2000,48377,1064,65,10,618,1757,25.38417758
2000,48379,1225,34,25,2049,3333,24.72247225
2000,48381,7209,448,212,33921,41790,63.91959799
2000,48383,282,6,8,959,1255,53.94422311
2000,48385,316,16,12,1146,1490,55.70469799
2000,48387,2219,19,23,2941,5202,13.8792772
2000,48389,1872,22,9,1273,3176,18.86020151
2000,48391,1172,22,6,1721,2921,18.79493324
2000,48393,72,3,2,472,549,72.85974499
2000,48395,3283,41,38,3007,6369,4.333490344
2000,48397,3642,231,113,13666,17652,56.78676637
2000,48399,969,31,26,3020,4046,50.69204152
2000,48401,4841,112,69,11611,16633,40.70221848
2000,48403,1753,40,34,2764,4591,22.02134611
2000,48405,1636,34,19,2116,3805,12.61498029
2000,48407,2946,103,42,4623,7714,21.73969406
2000,48409,7840,179,81,10599,18699,14.75479972
2000,48411,618,12,12,1691,2333,45.99228461
2000,48413,338,4,5,826,1173,41.60272805
2000,48415,1193,45,28,4060,5326,53.83026662
2000,48417,264,9,8,1066,1347,59.53971789
2000,48419,3227,55,31,5692,9005,27.37368129
2000,48421,144,11,10,998,1163,73.43078246
2000,48423,16470,548,286,43320,60624,44.28939034
2000,48425,752,37,9,2120,2918,46.88142563
2000,48427,6505,19,29,1911,8464,54.27693762
2000,48429,811,32,23,2425,3291,49.04284412
2000,48431,132,3,4,520,659,58.87708649
2000,48433,294,7,2,496,799,25.281602
2000,48435,468,6,3,1063,1540,38.63636364
2000,48437,856,20,13,1612,2501,30.22790884
2000,48439,173758,8808,2902,286921,472389,23.9554689
2000,48441,10504,589,226,31701,43020,49.27243143
2000,48443,219,7,8,243,477,5.031446541
2000,48445,1108,18,18,2910,4054,44.449926
2000,48447,228,4,2,608,842,45.13064133
2000,48449,3008,65,35,4995,8103,24.52178206
2000,48451,9288,454,151,24733,34626,44.60520996
2000,48453,125526,31243,3259,141235,301263,5.21438079
2000,48455,2142,40,22,3093,5297,17.95355862
2000,48457,2775,65,40,4236,7116,20.5311973
2000,48459,4180,116,64,8448,12808,33.32292317
2000,48461,266,11,14,982,1273,56.24509034
2000,48463,3436,36,93,4855,8420,16.85273159
2000,48465,5056,129,66,6223,11474,10.17082099
2000,48467,5245,141,122,12383,17891,39.89715499
2000,48469,8176,215,230,18787,27408,38.71497373
2000,48471,4943,274,81,9076,14374,28.75330458
2000,48473,5046,95,31,5686,10858,5.894271505
2000,48475,1256,58,26,2534,3874,32.98915849
2000,48477,2996,133,35,8645,11809,47.83639597
2000,48479,18120,256,119,13076,31571,15.97668747
2000,48481,4838,103,30,8455,13426,26.94026516
2000,48483,579,15,8,1787,2389,50.56509
2000,48485,14108,518,285,27802,42713,32.0604968
2000,48487,1356,43,40,3138,4577,38.93379943
2000,48489,3218,24,31,1789,5062,28.22994864
2000,48491,26591,3486,817,65041,95935,40.07922031
2000,48493,3997,130,62,7509,11698,30.02222602
2000,48495,556,5,14,1468,2043,44.64023495
2000,48497,4830,185,119,11234,16368,39.12512219
2000,48499,3893,128,53,9810,13884,42.61740133
2000,48501,531,10,13,1911,2465,55.98377282
2000,48503,1843,46,43,5022,6954,45.71469658
2000,48505,1638,11,14,953,2616,26.18501529
2000,48507,2616,14,10,751,3391,54.99852551
2000,49001,541,38,20,1653,2252,49.37833037
2000,49003,2555,326,314,12288,15483,62.86249435
2000,49005,5170,1511,541,25920,33142,62.60937783
2000,49007,3298,213,115,3758,7384,6.229685807
2000,49009,104,9,5,317,435,48.96551724
2000,49011,18845,2891,1744,64375,87855,51.82402823
2000,49013,779,76,69,3622,4546,62.53849538
2000,49015,958,81,116,3243,4398,51.95543429
2000,49017,178,43,28,1719,1968,78.30284553
2000,49019,1158,540,94,1822,3614,18.37299391
2000,49021,1789,341,358,10106,12594,66.03938383
2000,49023,619,60,83,2023,2785,50.41292639
2000,49025,387,102,59,2254,2802,66.63097787
2000,49027,696,73,156,3850,4775,66.05235602
2000,49029,553,80,74,2464,3171,60.26490066
2000,49031,133,10,12,626,781,63.12419974
2000,49033,152,10,5,736,903,64.67331118
2000,49035,107576,21252,6845,171585,307258,20.83232983
2000,49037,1838,107,78,2721,4744,18.61298482
2000,49039,1211,153,285,5781,7430,61.50740242
2000,49041,1046,125,143,5763,7077,66.65253639
2000,49043,4601,1156,196,6168,12121,12.92797624
2000,49045,4001,387,285,7807,12480,30.49679487
2000,49047,1387,132,145,6733,8397,63.66559486
2000,49049,16445,2732,2824,98255,120256,68.02986961
2000,49051,1476,259,121,3819,5675,41.28634361
2000,49053,5465,714,801,25481,32461,61.66168633
2000,49055,202,58,12,953,1225,61.30612245
2000,49057,19890,2371,1227,39254,62742,30.86289886
2000,50001,8936,1207,331,6953,17427,11.37889482
2000,50003,9021,1112,260,7284,17677,9.826327997
2000,50005,5859,771,265,6746,13641,6.502455832
2000,50007,39156,5769,987,26105,72017,18.12211006
2000,50009,1129,133,66,1564,2892,15.04149378
2000,50011,9514,823,462,8395,19194,5.829946858
2000,50013,1835,174,79,1550,3638,7.833974711
2000,50015,5676,878,236,4456,11246,10.84830162
2000,50017,6694,888,255,6858,14695,1.116025859
2000,50019,5472,564,297,5799,12132,2.695351137
2000,50021,13990,1355,471,13546,29362,1.512158572
2000,50023,15281,2433,587,11448,29749,12.8844667
2000,50025,11319,2475,339,7358,21491,18.4309711
2000,50027,15140,1792,502,11713,29147,11.7576423
2000,51001,5092,220,261,6352,11925,10.56603774
2000,51003,16255,2043,257,18291,36846,5.525701569
2000,51005,2214,62,39,2808,5123,11.59476869
2000,51007,1754,40,47,2947,4788,24.91645781
2000,51009,4812,135,105,6660,11712,15.77868852
2000,51011,2132,62,79,3654,5927,25.67909566
2000,51013,50260,3952,792,28555,83559,25.97565792
2000,51015,6643,527,357,17744,25271,43.92782241
2000,51017,822,35,42,1311,2210,22.12669683
2000,51019,8160,376,389,17224,26149,34.66289342
2000,51021,851,42,36,1759,2688,33.7797619
2000,51023,4627,207,139,8867,13840,30.63583815
2000,51025,3387,28,21,2561,5997,13.77355344
2000,51027,5745,65,179,3867,9856,19.05438312
2000,51029,2561,96,59,2738,5454,3.245324532
2000,51031,6659,236,270,13162,20327,31.99193191
2000,51033,4314,102,62,3873,8351,5.280804694
2000,51035,3638,126,95,7142,11001,31.85164985
2000,51036,1981,31,31,1023,3066,31.24592303
2000,51037,2017,43,79,2855,4994,16.78013616
2000,51041,38638,1646,743,69924,110951,28.19803337
2000,51043,2166,195,40,2883,5284,13.56926571
2000,51045,851,39,23,1580,2493,29.24187726
2000,51047,4364,253,187,7440,12244,25.12250898
2000,51049,1405,35,93,1974,3507,16.22469347
2000,51051,3951,85,68,3122,7226,11.47246056
2000,51053,4001,74,102,4959,9136,10.48598949
2000,51057,1750,59,27,1995,3831,6.395197076
2000,51059,196501,12201,2892,202181,413775,1.372726723
2000,51061,8296,570,159,14456,23481,26.23397641
2000,51063,1957,244,115,3423,5739,25.54451995
2000,51065,3431,252,61,4962,8706,17.58557317
2000,51067,7145,303,156,11225,18829,21.66870253
2000,51069,7158,483,177,14574,22392,33.11897106
2000,51071,3004,137,105,3574,6820,8.357771261
2000,51073,4553,225,203,8718,13699,30.4036791
2000,51075,3197,139,63,5378,8777,24.84903726
2000,51077,2467,102,47,4236,6852,25.81727963
2000,51079,1774,194,69,3375,5412,29.58240946
2000,51081,2314,13,14,1565,3906,19.17562724
2000,51083,5963,110,267,7732,14072,12.5710631
2000,51085,12044,711,216,28614,41585,39.84609835
2000,51087,48645,1893,827,62887,114252,12.4654273
2000,51089,8898,234,461,11870,21463,13.84708568
2000,51091,453,32,10,942,1437,34.02922756
2000,51093,5162,123,78,7587,12950,18.72586873
2000,51095,9090,639,135,14628,24492,22.61146497
2000,51097,1387,33,16,1423,2859,1.259181532
2000,51099,2070,132,60,3590,5852,25.97402597
2000,51101,2125,74,23,3547,5769,24.64898596
2000,51103,1937,88,19,3411,5455,27.02108158
2000,51105,4031,79,87,4551,8748,5.944215821
2000,51107,30938,1665,597,42453,75653,15.22081081
2000,51109,4309,222,104,5461,10096,11.41045959
2000,51111,2026,33,22,2510,4591,10.5423655
2000,51113,1844,148,95,2940,5027,21.80226775
2000,51115,1499,88,71,2951,4609,31.50357995
2000,51117,4797,104,153,6600,11654,15.47108289
2000,51119,1671,84,90,2844,4689,25.01599488
2000,51121,11720,1222,227,13991,27160,8.361561119
2000,51125,2907,273,52,2913,6145,0.097640358
2000,51127,2055,81,44,3934,6114,30.73274452
2000,51131,2340,108,145,2299,4892,0.838103025
2000,51133,2118,97,28,3362,5605,22.19446922
2000,51135,2460,46,116,2870,5492,7.465404224
2000,51137,4126,236,130,5991,10483,17.79070877
2000,51139,2726,143,38,5089,7996,29.55227614
2000,51141,2254,101,129,4901,7385,35.84292485
2000,51143,7834,207,454,15760,24255,32.67779839
2000,51145,2708,122,61,6820,9711,42.34373391
2000,51147,2922,115,112,3214,6363,4.589030332
2000,51149,4182,97,42,6579,10900,21.99082569
2000,51153,44745,1927,1051,52788,100511,8.002109222
2000,51155,5255,207,146,7089,12697,14.44435693
2000,51157,1462,161,40,1850,3513,11.04469115
2000,51159,1076,44,45,1784,2949,24.00813835
2000,51161,16141,681,255,25740,42817,22.41866548
2000,51163,2953,248,104,4522,7827,20.04599463
2000,51165,5834,539,139,17482,23994,48.5454697
2000,51167,5442,102,183,5065,10792,3.493328391
2000,51169,3552,85,163,5535,9335,21.24263524
2000,51171,4420,294,102,9636,14452,36.0918904
2000,51173,4836,131,193,6580,11740,14.85519591
2000,51175,3359,44,18,3293,6714,0.983020554
2000,51177,13455,586,241,20739,35021,20.7989492
2000,51179,12596,657,262,20731,34246,23.75459908
2000,51181,1845,29,43,1313,3230,16.47058824
2000,51183,2006,41,114,1745,3906,6.68202765
2000,51185,7227,162,300,8655,16344,8.737151248
2000,51187,4313,260,258,6335,11166,18.10854379
2000,51191,7549,288,321,12064,20222,22.32716843
2000,51193,2922,88,84,2932,6026,0.165947561
2000,51195,6412,160,234,6504,13310,0.691209617
2000,51197,3462,132,92,6539,10225,30.09290954
2000,51199,8622,480,169,15312,24583,27.21392832
2000,51510,33633,2094,429,19043,55199,26.43163825
2000,51515,1078,38,56,1269,2441,7.824662024
2000,51520,2646,89,49,3495,6279,13.52126135
2000,51530,941,27,27,980,1975,1.974683544
2000,51540,7762,1196,232,4034,13224,28.19116757
2000,51550,33578,732,591,39684,74585,8.186632701
2000,51570,2100,123,40,5519,7782,43.93472115
2000,51580,1168,24,56,966,2214,9.123757904
2000,51590,8221,168,491,9427,18307,6.587644071
2000,51595,1116,17,9,938,2080,8.557692308
2000,51600,4361,352,81,4762,9556,4.19631645
2000,51610,3109,285,68,2131,5593,17.48614339
2000,51620,1763,25,10,1393,3191,11.59511125
2000,51630,3360,326,60,2935,6681,6.361323155
2000,51640,996,42,15,1160,2213,7.410754632
2000,51650,27490,563,273,19561,47887,16.55772966
2000,51660,3482,641,94,5741,9958,22.68527817
2000,51670,3024,73,132,3749,6978,10.3897965
2000,51678,1048,103,32,957,2140,4.252336449
2000,51680,10374,441,173,12518,23506,9.12107547
2000,51683,5262,230,166,6752,12410,12.00644641
2000,51685,1048,51,21,1460,2580,15.96899225
2000,51690,3048,59,27,2560,5694,8.570425009
2000,51700,29779,722,318,27006,57825,4.795503675
2000,51710,38221,1153,652,21920,61946,26.31485487
2000,51720,867,20,4,639,1530,14.90196078
2000,51730,8751,117,85,2109,11062,60.04339179
2000,51735,1448,93,49,4271,5861,48.16584201
2000,51740,22286,348,193,12628,35455,27.24016359
2000,51750,2063,172,23,2190,4448,2.855215827
2000,51760,42717,2425,519,20265,65926,34.05636623
2000,51770,17920,603,289,14630,33442,9.837928354
2000,51775,4348,181,53,6188,10770,17.08449396
2000,51790,3324,278,34,4878,8514,18.25229035
2000,51800,12471,199,155,11836,24661,2.574915859
2000,51810,62268,2370,1459,83674,149771,14.29248653
2000,51820,2737,233,48,4084,7102,18.96648831
2000,51830,1724,188,36,1777,3725,1.422818792
2000,51840,3318,209,45,4314,7886,12.62997717
2000,53001,1406,85,43,3440,4974,40.89264174
2000,53003,2736,215,125,4909,7985,27.21352536
2000,53005,19512,1102,794,38367,59775,31.54328733
2000,53007,8412,850,327,16980,26569,32.2481087
2000,53009,13779,1603,597,16251,32230,7.669872789
2000,53011,61767,5140,1404,67219,135530,4.022725596
2000,53013,515,45,23,1523,2106,47.86324786
2000,53015,18233,1429,422,16873,36957,3.679952377
2000,53017,3822,339,178,8512,12851,36.49521438
2000,53019,932,117,92,1896,3037,31.74185051
2000,53021,4653,210,155,8594,13612,28.95239495
2000,53023,300,35,12,982,1329,51.31677953
2000,53025,7073,528,364,15830,23795,36.80184913
2000,53027,13304,1059,382,11225,25970,8.005390836
2000,53029,14778,1484,333,16408,33003,4.938944944
2000,53031,8281,1241,215,6095,15832,13.80747852
2000,53033,476700,37383,6824,273171,794078,25.63085742
2000,53035,50302,4607,1521,46427,102857,3.767366344
2000,53037,5516,644,199,7727,14086,15.69643618
2000,53039,3062,396,165,4557,8180,18.27628362
2000,53041,9891,980,547,18565,29983,28.92972685
2000,53043,1417,160,73,3546,5196,40.97382602
2000,53045,10876,1029,317,10257,22479,2.753681214
2000,53047,4335,722,355,9384,14796,34.12408759
2000,53049,4895,447,134,4042,9518,8.9619668
2000,53051,1973,234,154,3076,5437,20.28692294
2000,53053,138249,8749,3465,118431,268894,7.370190484
2000,53055,4426,875,118,3005,8424,16.86847104
2000,53057,20432,2070,555,22163,45220,3.827952234
2000,53059,1753,252,92,2151,4248,9.369114878
2000,53061,129612,9023,3055,109615,251305,7.957263087
2000,53063,74604,6250,1936,89299,172089,8.539186119
2000,53065,5560,700,436,11299,17995,31.89219228
2000,53067,50467,5792,1224,39924,97407,10.82365744
2000,53069,803,97,38,1033,1971,11.66920345
2000,53071,7188,624,246,13304,21362,28.63027806
2000,53073,34033,4502,930,34287,73752,0.34439744
2000,53075,6509,530,192,9003,16234,15.36281878
2000,53077,25546,1454,881,39494,67375,20.70204082
2000,54001,2503,89,48,3411,6051,15.00578417
2000,54003,8797,414,180,13619,23010,20.95610604
2000,54005,5656,84,48,3353,9141,25.19418007
2000,54007,2719,47,33,2529,5328,3.566066066
2000,54009,4678,228,304,4195,9405,5.135566188
2000,54011,14896,605,275,16440,32216,4.792649615
2000,54013,1112,63,15,1425,2615,11.96940727
2000,54015,1617,50,28,1887,3582,7.537688442
2000,54017,773,68,20,1955,2816,41.97443182
2000,54019,8371,239,112,5897,14619,16.92318216
2000,54021,1092,66,22,1560,2740,17.08029197
2000,54023,891,39,33,3571,4534,59.10895457
2000,54025,5627,235,80,6866,12808,9.673641474
2000,54027,2069,97,52,3879,6097,29.68673118
2000,54029,6249,329,436,6458,13472,1.551365796
2000,54031,1621,44,33,2816,4514,26.47319451
2000,54033,13009,427,194,12948,26578,0.229513131
2000,54035,4937,166,74,6341,11518,12.18961625
2000,54037,6860,359,114,7045,14378,1.286687996
2000,54039,38524,948,389,36809,76670,2.236859267
2000,54041,2355,114,59,3606,6134,20.39452233
2000,54043,3939,84,52,3389,7464,7.368703108
2000,54045,8927,88,90,5334,14439,24.88399474
2000,54047,4845,67,43,2348,7303,34.19142818
2000,54049,12315,418,168,9972,22873,10.24351856
2000,54051,6000,316,323,6859,13498,6.363905764
2000,54053,4963,195,93,5972,11223,8.990466007
2000,54055,8347,227,95,10206,18875,9.849006623
2000,54057,3341,186,75,6180,9782,29.02269475
2000,54059,6049,74,54,3866,10043,21.73653291
2000,54061,12603,942,227,13595,27367,3.624803596
2000,54063,2094,78,27,2940,5139,16.46234676
2000,54065,1939,148,46,3639,5772,29.45252945
2000,54067,4059,111,50,4359,8579,3.496911062
2000,54069,7653,390,314,9607,17964,10.87731018
2000,54071,1172,37,16,1996,3221,25.58211735
2000,54073,1267,26,31,1884,3208,19.23316708
2000,54075,1392,69,36,1970,3467,16.6714739
2000,54077,3515,209,108,6607,10439,29.61969537
2000,54079,7891,251,111,12173,20426,20.96347792
2000,54081,11047,299,128,12587,24061,6.400398986
2000,54083,4028,199,67,5248,9542,12.78557954
2000,54085,1024,47,24,2717,3812,44.41238195
2000,54087,2332,95,26,3172,5625,14.93333333
2000,54089,2299,81,29,2304,4713,0.10608954
2000,54091,2473,82,33,3124,5712,11.39705882
2000,54093,1319,50,42,1935,3346,18.41004184
2000,54095,1214,80,52,2582,3928,34.82688391
2000,54097,2770,130,58,5165,8123,29.48418072
2000,54099,7940,182,126,7993,16241,0.326334585
2000,54101,1764,35,25,1484,3308,8.4643289
2000,54103,2849,104,96,3239,6288,6.202290076
2000,54105,818,21,25,1518,2382,29.38706969
2000,54107,12664,582,183,20428,33857,22.93174233
2000,54109,4289,66,50,3473,7878,10.35795887
2000,55001,4826,217,153,3920,9116,9.938569548
2000,55003,4356,440,56,3038,7890,16.70468948
2000,55005,8928,1009,119,9848,19904,4.622186495
2000,55007,4427,511,55,3266,8259,14.05739194
2000,55009,49096,3311,1104,54258,107769,4.789874639
2000,55011,3237,316,50,3038,6641,2.996536666
2000,55013,3626,499,59,3967,8151,4.183535762
2000,55015,8202,658,250,10837,19947,13.21000652
2000,55017,12102,973,263,12835,26173,2.800596034
2000,55019,5931,521,236,7461,14149,10.81348505
2000,55021,12636,790,174,11987,25587,2.536444288
2000,55023,4005,309,56,3024,7394,13.2675142
2000,55025,142317,13030,1602,75790,232739,28.58437993
2000,55027,14580,1098,339,21684,37701,18.84300151
2000,55029,6560,709,141,7810,15220,8.212877792
2000,55031,13593,975,208,6930,21706,30.69658159
2000,55033,9172,1109,138,8911,19330,1.350232799
2000,55035,24078,2461,415,20921,47875,6.594255875
2000,55037,816,48,13,1528,2405,29.6049896
2000,55039,18181,1389,471,26548,46589,17.95917491
2000,55041,2158,126,28,2404,4716,5.216284987
2000,55043,10691,858,167,10240,21956,2.054108216
2000,55045,7863,493,130,6790,15276,7.024090076
2000,55047,3301,282,73,5451,9107,23.60821346
2000,55049,5842,429,49,4221,10541,15.37804762
2000,55051,1620,134,19,1734,3507,3.250641574
2000,55053,4380,290,77,3670,8417,8.435309493
2000,55055,15203,1361,331,19204,36099,11.08340951
2000,55057,4813,297,198,4910,10218,0.949305148
2000,55059,32429,1852,537,28891,63709,5.553375504
2000,55061,4670,388,143,4883,10084,2.112257041
2000,55063,28455,2272,505,24327,55559,7.429939344
2000,55065,3710,185,32,3336,7263,5.149387306
2000,55067,4199,261,136,5125,9721,9.525768954
2000,55069,6664,509,339,6727,14239,0.442446801
2000,55071,17667,1301,498,19358,38824,4.355553266
2000,55073,26546,2021,924,28883,58374,4.003494707
2000,55075,8676,504,206,10535,19921,9.33186085
2000,55077,3437,195,40,3522,7194,1.181540172
2000,55078,949,47,12,225,1233,58.71857259
2000,55079,252329,13953,3764,163491,433537,20.49144594
2000,55081,7460,489,169,8217,16335,4.634220998
2000,55083,7260,437,193,8706,16596,8.712942878
2000,55085,8339,805,235,9512,18891,6.209306019
2000,55087,32735,2583,964,39460,75742,8.878825487
2000,55089,15030,1235,331,31155,47751,33.76892631
2000,55091,1854,152,27,1631,3664,6.086244541
2000,55093,8559,1076,158,8169,17962,2.171250418
2000,55095,8961,1084,160,9557,19762,3.01588908
2000,55097,17942,2143,461,13214,33760,14.00473934
2000,55099,3413,313,68,4136,7930,9.117276166
2000,55101,41563,2436,852,44014,88865,2.758116244
2000,55103,3837,388,74,3994,8293,1.893162908
2000,55105,40472,1980,485,27467,70404,18.47196182
2000,55107,3161,346,101,3758,7366,8.104805865
2000,55109,13077,1369,268,15240,29954,7.221072311
2000,55111,13035,858,174,11586,25653,5.648462168
2000,55113,3333,398,64,3972,7767,8.227114716
2000,55115,7335,532,188,9548,17603,12.57172073
2000,55117,23569,1487,497,29648,55201,11.01248166
2000,55119,3254,318,142,5278,8992,22.5088968
2000,55121,6678,409,79,5002,12168,13.773833
2000,55123,6577,676,107,5684,13044,6.846059491
2000,55125,4706,557,101,6958,12322,18.27625385
2000,55127,15492,1582,402,22982,40458,18.51302585
2000,55129,3695,380,58,3912,8045,2.697327533
2000,55131,18115,1563,572,41162,61412,37.52849606
2000,55133,64319,4864,1446,133105,203734,33.7626513
2000,55135,8787,822,215,12980,22804,18.38712507
2000,55137,4239,310,128,5571,10248,12.99765808
2000,55139,33983,2963,804,38330,76080,5.713722397
2000,55141,15936,1384,638,17803,35761,5.220771231
2000,56001,5069,988,280,7814,14151,19.39792241
2000,56003,1004,40,154,3720,4918,55.2257015
2000,56005,1967,86,284,10203,12540,65.67783094
2000,56007,2206,105,159,4498,6968,32.89322618
2000,56009,1076,32,148,3919,5175,54.93719807
2000,56011,361,32,56,2289,2738,70.41636231
2000,56013,4172,304,408,10560,15444,41.36234136
2000,56015,1439,27,132,3922,5520,44.98188406
2000,56017,544,13,62,1733,2352,50.55272109
2000,56019,555,33,76,2886,3550,65.66197183
2000,56021,12162,608,756,21797,35323,27.27684512
2000,56023,1184,83,163,5415,6845,61.81154127
2000,56025,8646,590,713,18439,28388,34.49697055
2000,56027,190,16,33,888,1127,61.93433895
2000,56029,2424,227,301,9884,12836,58.11779371
2000,56031,1249,69,130,2925,4373,38.32609193
2000,56033,3330,208,274,8424,12236,41.63125204
2000,56035,458,47,87,2624,3216,67.35074627
2000,56037,5521,222,523,9425,15691,24.88050475
2000,56039,4019,764,194,5454,10431,13.75707027
2000,56041,1650,76,223,5469,7418,51.48287948
2000,56043,806,29,78,3138,4051,57.56603308
2000,56045,449,26,64,2521,3060,67.7124183
2004,1001,4758,,127,15196,20081,51.97948309
2004,1003,15599,,750,52971,69320,53.91229083
2004,1005,4832,,46,5899,10777,9.900714485
2004,1007,2089,,39,5472,7600,44.51315789
2004,1009,3938,,180,17386,21504,62.53720238
2004,1011,3210,,13,1494,4717,36.37905448
2004,1013,3413,,24,4979,8416,18.60741445
2004,1015,15083,,352,29814,45249,32.55541559
2004,1017,5347,,63,7622,13032,17.45702885
2004,1019,3040,,86,5923,9049,31.85987402
2004,1021,3778,,86,12829,16693,54.22033188
2004,1023,3303,,27,3897,7227,8.219178082
2004,1025,4627,,37,6730,11394,18.45708268
